bill_id,contract_id,month,price
91,10,2021-08,503
92,10,2021-09,503
93,11,2024-01,543
94,11,2024-02,543
95,11,2024-03,543
96,11,2024-04,543
97,11,2024-05,543
98,11,2024-06,543
99,11,2024-07,543
100,11,2024-08,543
101,11,2024-09,543
102,11,2024-10,543
103,11,2024-11,543
104,12,2024-07,539
105,12,2024-08,539
106,12,2024-09,539
107,12,2024-10,539
108,12,2024-11,539
109,12,2024-12,539
110,13,2023-01,525
111,13,2023-02,525
112,13,2023-03,525
113,13,2023-04,525
114,14,2021-01,423
115,14,2021-02,423
116,14,2021-03,423
117,14,2021-04,423
118,14,2021-05,423
119,14,2021-06,423
120,14,2021-07,423
121,14,2021-08,423
122,14,2021-09,423
123,14,2021-10,423
124,14,2021-11,423
125,14,2021-12,423
126,14,2022-01,423
127,14,2022-02,423
128,14,2022-03,423
129,14,2022-04,423
130,14,2022-05,423
131,14,2022-06,423
132,14,2022-07,423
133,14,2022-08,423
134,14,2022-09,423
135,14,2022-10,423
136,14,2022-11,423
137,15,2024-08,473
138,15,2024-09,473
139,15,2024-10,473
140,15,2024-11,473
141,15,2024-12,473
142,16,2020-12,493
143,16,2021-01,493
144,16,2021-02,493
145,16,2021-03,493
146,16,2021-04,493
147,16,2021-05,493
148,16,2021-06,493
149,16,2021-07,493
150,16,2021-08,493
151,16,2021-09,493
152,16,2021-10,493
153,16,2021-11,493
154,16,2021-12,493
155,16,2022-01,493
156,16,2022-02,493
157,16,2022-03,493
158,16,2022-04,493
159,16,2022-05,493
160,16,2022-06,493
161,16,2022-07,493
162,16,2022-08,493
163,17,2024-07,301
164,17,2024-08,301
165,17,2024-09,301
166,17,2024-10,301
167,17,2024-11,301
168,17,2024-12,301
169,18,2024-05,480
170,18,2024-06,480
171,18,2024-07,480
172,18,2024-08,480
173,18,2024-09,480
174,18,2024-10,480
175,18,2024-11,480
176,18,2024-12,480
177,19,2021-08,381
178,19,2021-09,381
179,19,2021-10,381
180,19,2021-11,381
181,20,2023-08,305
182,20,2023-09,305
183,20,2023-10,305
184,20,2023-11,305
185,20,2023-12,305
186,20,2024-01,305
187,20,2024-02,305
188,20,2024-03,305
189,20,2024-04,305
190,20,2024-05,305
191,20,2024-06,305
192,20,2024-07,305
193,20,2024-08,305
194,20,2024-09,305
195,20,2024-10,305
196,20,2024-11,305
197,20,2024-12,305
198,21,2024-01,540
199,21,2024-02,540
200,21,2024-03,540
201,21,2024-04,540
202,21,2024-05,540
203,21,2024-06,540
204,21,2024-07,540
205,21,2024-08,540
206,21,2024-09,540
207,21,2024-10,540
208,21,2024-11,540
209,21,2024-12,540
210,22,2022-10,492
211,22,2022-11,492
212,22,2022-12,492
213,22,2023-01,492
214,22,2023-02,492
215,22,2023-03,492
216,22,2023-04,492
217,22,2023-05,492
218,22,2023-06,492
219,23,2022-11,566
220,23,2022-12,566
221,23,2023-01,566
222,23,2023-02,566
223,23,2023-03,566
224,23,2023-04,566
225,23,2023-05,566
226,23,2023-06,566
227,23,2023-07,566
228,24,2023-09,345
229,24,2023-10,345
230,24,2023-11,345
231,24,2023-12,345
232,24,2024-01,345
233,24,2024-02,345
234,24,2024-03,345
235,24,2024-04,345
236,24,2024-05,345
237,24,2024-06,345
238,25,2020-07,452
239,25,2020-08,452
240,25,2020-09,452
241,25,2020-10,452
242,25,2020-11,452
243,26,2020-11,436
244,26,2020-12,436
245,26,2021-01,436
246,26,2021-02,436
247,26,2021-03,436
248,26,2021-04,436
249,26,2021-05,436
250,26,2021-06,436
251,26,2021-07,436
252,26,2021-08,436
253,26,2021-09,436
254,26,2021-10,436
255,26,2021-11,436
256,26,2021-12,436
257,26,2022-01,436
258,26,2022-02,436
259,26,2022-03,436
260,26,2022-04,436
261,26,2022-05,436
262,26,2022-06,436
263,27,2024-03,583
264,27,2024-04,583
265,27,2024-05,583
266,27,2024-06,583
267,27,2024-07,583
268,27,2024-08,583
269,27,2024-09,583
270,27,2024-10,583
271,27,2024-11,583
272,27,2024-12,583
273,28,2023-07,558
274,28,2023-08,558
275,28,2023-09,558
276,28,2023-10,558
277,28,2023-11,558
278,29,2024-07,383
279,29,2024-08,383
280,29,2024-09,383
281,29,2024-10,383
282,29,2024-11,383
283,29,2024-12,383
284,30,2024-12,546
285,31,2023-09,517
286,31,2023-10,517
287,31,2023-11,517
288,31,2023-12,517
289,31,2024-01,517
290,31,2024-02,517
291,31,2024-03,517
292,31,2024-04,517
293,31,2024-05,517
294,31,2024-06,517
295,32,2024-08,542
296,32,2024-09,542
297,32,2024-10,542
298,32,2024-11,542
299,32,2024-12,542
300,33,2024-12,506
301,34,2024-05,592
302,34,2024-06,592
303,34,2024-07,592
304,34,2024-08,592
305,34,2024-09,592
306,34,2024-10,592
307,34,2024-11,592
308,34,2024-12,592
309,35,2022-02,439
310,35,2022-03,439
311,35,2022-04,439
312,35,2022-05,439
313,35,2022-06,439
314,35,2022-07,439
315,36,2023-03,342
316,36,2023-04,342
317,36,2023-05,342
318,36,2023-06,342
319,36,2023-07,342
320,36,2023-08,342
321,36,2023-09,342
322,36,2023-10,342
323,36,2023-11,342
324,36,2023-12,342
325,36,2024-01,342
326,36,2024-02,342
327,36,2024-03,342
328,36,2024-04,342
329,36,2024-05,342
330,36,2024-06,342
331,36,2024-07,342
332,36,2024-08,342
333,36,2024-09,342
334,37,2023-05,327
335,37,2023-06,327
336,37,2023-07,327
337,37,2023-08,327
338,37,2023-09,327
339,37,2023-10,327
340,37,2023-11,327
341,38,2021-08,334
342,38,2021-09,334
343,38,2021-10,334
344,38,2021-11,334
345,38,2021-12,334
346,38,2022-01,334
347,39,2023-05,309
348,39,2023-06,309
349,39,2023-07,309
350,39,2023-08,309
351,40,2022-01,451
352,40,2022-02,451
353,40,2022-03,451
354,40,2022-04,451
355,40,2022-05,451
356,40,2022-06,451
357,40,2022-07,451
358,40,2022-08,451
359,40,2022-09,451
360,40,2022-10,451
361,41,2020-02,502
362,41,2020-03,502
363,41,2020-04,502
364,41,2020-05,502
365,41,2020-06,502
366,41,2020-07,502
367,41,2020-08,502
368,41,2020-09,502
369,41,2020-10,502
370,41,2020-11,502
371,41,2020-12,502
372,41,2021-01,502
373,41,2021-02,502
374,41,2021-03,502
375,41,2021-04,502
376,42,2020-09,538
377,42,2020-10,538
378,42,2020-11,538
379,42,2020-12,538
380,42,2021-01,538
381,43,2024-02,490
382,43,2024-03,490
383,43,2024-04,490
384,43,2024-05,490
385,43,2024-06,490
386,43,2024-07,490
387,43,2024-08,490
388,43,2024-09,490
389,43,2024-10,490
390,43,2024-11,490
391,43,2024-12,490
392,44,2023-02,569
393,44,2023-03,569
394,44,2023-04,569
395,44,2023-05,569
396,44,2023-06,569
397,44,2023-07,569
398,44,2023-08,569
399,44,2023-09,569
400,44,2023-10,569
401,44,2023-11,569
402,44,2023-12,569
403,44,2024-01,569
404,44,2024-02,569
405,44,2024-03,569
406,44,2024-04,569
407,44,2024-05,569
408,44,2024-06,569
409,44,2024-07,569
410,44,2024-08,569
411,45,2022-12,378
412,45,2023-01,378
413,45,2023-02,378
414,45,2023-03,378
415,45,2023-04,378
416,45,2023-05,378
417,45,2023-06,378
418,45,2023-07,378
419,45,2023-08,378
420,45,2023-09,378
421,45,2023-10,378
422,45,2023-11,378
423,45,2023-12,378
424,45,2024-01,378
425,45,2024-02,378
426,45,2024-03,378
427,45,2024-04,378
428,45,2024-05,378
429,45,2024-06,378
430,45,2024-07,378
431,46,2020-03,402
432,46,2020-04,402
433,46,2020-05,402
434,46,2020-06,402
435,46,2020-07,402
436,46,2020-08,402
437,46,2020-09,402
438,46,2020-10,402
439,46,2020-11,402
440,46,2020-12,402
441,46,2021-01,402
442,46,2021-02,402
443,46,2021-03,402
444,47,2021-04,505
445,47,2021-05,505
446,47,2021-06,505
447,47,2021-07,505
448,47,2021-08,505
449,47,2021-09,505
450,47,2021-10,505
451,47,2021-11,505
452,47,2021-12,505
453,47,2022-01,505
454,47,2022-02,505
455,47,2022-03,505
456,48,2024-12,468
457,49,2024-12,581
458,50,2023-12,548
459,50,2024-01,548
460,50,2024-02,548
461,50,2024-03,548
462,50,2024-04,548
463,50,2024-05,548
464,50,2024-06,548
465,50,2024-07,548
466,50,2024-08,548
467,50,2024-09,548
468,50,2024-10,548
469,50,2024-11,548
470,50,2024-12,548
471,51,2020-10,471
472,51,2020-11,471
473,51,2020-12,471
474,51,2021-01,471
475,51,2021-02,471
476,51,2021-03,471
477,51,2021-04,471
478,51,2021-05,471
479,52,2024-03,549
480,52,2024-04,549
481,52,2024-05,549
482,52,2024-06,549
483,52,2024-07,549
484,52,2024-08,549
485,52,2024-09,549
486,52,2024-10,549
487,52,2024-11,549
488,52,2024-12,549
489,53,2020-02,421
490,53,2020-03,421
491,53,2020-04,421
492,53,2020-05,421
493,53,2020-06,421
494,53,2020-07,421
495,53,2020-08,421
496,53,2020-09,421
497,53,2020-10,421
498,54,2020-05,351
499,54,2020-06,351
500,54,2020-07,351
501,54,2020-08,351
502,54,2020-09,351
503,54,2020-10,351
504,54,2020-11,351
505,54,2020-12,351
506,54,2021-01,351
507,55,2023-09,413
508,55,2023-10,413
509,55,2023-11,413
510,55,2023-12,413
511,55,2024-01,413
512,55,2024-02,413
513,55,2024-03,413
514,55,2024-04,413
515,56,2022-03,355
516,56,2022-04,355
517,56,2022-05,355
518,56,2022-06,355
519,56,2022-07,355
520,56,2022-08,355
521,56,2022-09,355
522,56,2022-10,355
523,56,2022-11,355
524,56,2022-12,355
525,56,2023-01,355
526,56,2023-02,355
527,56,2023-03,355
528,56,2023-04,355
529,56,2023-05,355
530,56,2023-06,355
531,56,2023-07,355
532,56,2023-08,355
533,56,2023-09,355
534,56,2023-10,355
535,56,2023-11,355
536,56,2023-12,355
537,56,2024-01,355
538,56,2024-02,355
539,57,2022-02,410
540,57,2022-03,410
541,57,2022-04,410
542,57,2022-05,410
543,57,2022-06,410
544,57,2022-07,410
545,58,2023-07,311
546,58,2023-08,311
547,58,2023-09,311
548,58,2023-10,311
549,58,2023-11,311
550,58,2023-12,311
551,58,2024-01,311
552,58,2024-02,311
553,58,2024-03,311
554,58,2024-04,311
555,58,2024-05,311
556,59,2024-06,565
557,59,2024-07,565
558,59,2024-08,565
559,59,2024-09,565
560,59,2024-10,565
561,59,2024-11,565
562,59,2024-12,565
563,60,2022-07,374
564,60,2022-08,374
565,60,2022-09,374
566,60,2022-10,374
567,61,2023-05,336
568,61,2023-06,336
569,61,2023-07,336
570,61,2023-08,336
571,61,2023-09,336
572,61,2023-10,336
573,61,2023-11,336
574,61,2023-12,336
575,61,2024-01,336
576,61,2024-02,336
577,61,2024-03,336
578,61,2024-04,336
579,61,2024-05,336
580,61,2024-06,336
581,61,2024-07,336
582,61,2024-08,336
583,61,2024-09,336
584,61,2024-10,336
585,61,2024-11,336
586,61,2024-12,336
587,62,2021-04,586
588,62,2021-05,586
589,62,2021-06,586
590,62,2021-07,586
591,62,2021-08,586
592,62,2021-09,586
593,62,2021-10,586
594,62,2021-11,586
595,62,2021-12,586
596,62,2022-01,586
597,62,2022-02,586
598,62,2022-03,586
599,62,2022-04,586
600,62,2022-05,586
601,63,2022-11,450
602,63,2022-12,450
603,63,2023-01,450
604,63,2023-02,450
605,63,2023-03,450
606,63,2023-04,450
607,63,2023-05,450
608,63,2023-06,450
609,63,2023-07,450
610,63,2023-08,450
611,63,2023-09,450
612,63,2023-10,450
613,63,2023-11,450
614,63,2023-12,450
615,64,2023-02,358
616,64,2023-03,358
617,64,2023-04,358
618,64,2023-05,358
619,64,2023-06,358
620,65,2021-07,424
621,65,2021-08,424
622,65,2021-09,424
623,65,2021-10,424
624,65,2021-11,424
625,65,2021-12,424
626,65,2022-01,424
627,65,2022-02,424
628,65,2022-03,424
629,65,2022-04,424
630,65,2022-05,424
631,66,2022-08,311
632,66,2022-09,311
633,66,2022-10,311
634,66,2022-11,311
635,66,2022-12,311
636,66,2023-01,311
637,66,2023-02,311
638,66,2023-03,311
639,66,2023-04,311
640,66,2023-05,311
641,66,2023-06,311
642,66,2023-07,311
643,66,2023-08,311
644,67,2024-10,430
645,67,2024-11,430
646,67,2024-12,430
647,68,2020-04,335
648,68,2020-05,335
649,68,2020-06,335
650,68,2020-07,335
651,68,2020-08,335
652,68,2020-09,335
653,69,2024-06,575
654,69,2024-07,575
655,69,2024-08,575
656,69,2024-09,575
657,69,2024-10,575
658,69,2024-11,575
659,69,2024-12,575
660,70,2023-10,463
661,70,2023-11,463
662,70,2023-12,463
663,70,2024-01,463
664,70,2024-02,463
665,70,2024-03,463
666,70,2024-04,463
667,70,2024-05,463
668,70,2024-06,463
669,70,2024-07,463
670,70,2024-08,463
671,70,2024-09,463
672,70,2024-10,463
673,70,2024-11,463
674,70,2024-12,463
675,71,2022-12,306
676,71,2023-01,306
677,71,2023-02,306
678,71,2023-03,306
679,71,2023-04,306
680,71,2023-05,306
681,72,2023-05,586
682,72,2023-06,586
683,72,2023-07,586
684,72,2023-08,586
685,72,2023-09,586
686,72,2023-10,586
687,72,2023-11,586
688,72,2023-12,586
689,72,2024-01,586
690,73,2021-08,500
691,73,2021-09,500
692,73,2021-10,500
693,73,2021-11,500
694,73,2021-12,500
695,73,2022-01,500
696,73,2022-02,500
697,73,2022-03,500
698,73,2022-04,500
699,73,2022-05,500
700,73,2022-06,500
701,73,2022-07,500
702,73,2022-08,500
703,73,2022-09,500
704,73,2022-10,500
705,74,2024-07,551
706,74,2024-08,551
707,74,2024-09,551
708,74,2024-10,551
709,74,2024-11,551
710,74,2024-12,551
711,75,2021-08,363
712,75,2021-09,363
713,75,2021-10,363
714,75,2021-11,363
715,75,2021-12,363
716,75,2022-01,363
717,75,2022-02,363
718,75,2022-03,363
719,75,2022-04,363
720,75,2022-05,363
721,75,2022-06,363
722,75,2022-07,363
723,75,2022-08,363
724,75,2022-09,363
725,75,2022-10,363
726,76,2023-12,510
727,76,2024-01,510
728,76,2024-02,510
729,76,2024-03,510
730,76,2024-04,510
731,76,2024-05,510
732,76,2024-06,510
733,76,2024-07,510
734,76,2024-08,510
735,76,2024-09,510
736,76,2024-10,510
737,76,2024-11,510
738,76,2024-12,510
739,77,2023-09,430
740,77,2023-10,430
741,77,2023-11,430
742,77,2023-12,430
743,77,2024-01,430
744,77,2024-02,430
745,77,2024-03,430
746,77,2024-04,430
747,77,2024-05,430
748,77,2024-06,430
749,77,2024-07,430
750,77,2024-08,430
751,77,2024-09,430
752,77,2024-10,430
753,77,2024-11,430
754,77,2024-12,430
755,78,2023-04,429
756,78,2023-05,429
757,78,2023-06,429
758,78,2023-07,429
759,78,2023-08,429
760,78,2023-09,429
761,78,2023-10,429
762,78,2023-11,429
763,78,2023-12,429
764,78,2024-01,429
765,78,2024-02,429
766,78,2024-03,429
767,78,2024-04,429
768,78,2024-05,429
769,78,2024-06,429
770,78,2024-07,429
771,78,2024-08,429
772,78,2024-09,429
773,78,2024-10,429
774,78,2024-11,429
775,78,2024-12,429
776,79,2023-01,561
777,79,2023-02,561
778,79,2023-03,561
779,79,2023-04,561
780,79,2023-05,561
781,79,2023-06,561
782,79,2023-07,561
783,79,2023-08,561
784,79,2023-09,561
785,79,2023-10,561
786,79,2023-11,561
787,79,2023-12,561
788,79,2024-01,561
789,79,2024-02,561
790,79,2024-03,561
791,80,2023-09,459
792,80,2023-10,459
793,80,2023-11,459
794,80,2023-12,459
795,80,2024-01,459
796,80,2024-02,459
797,80,2024-03,459
798,80,2024-04,459
799,80,2024-05,459
800,80,2024-06,459
801,80,2024-07,459
802,80,2024-08,459
803,80,2024-09,459
804,80,2024-10,459
805,80,2024-11,459
806,80,2024-12,459
807,81,2024-12,451
808,82,2022-09,554
809,82,2022-10,554
810,82,2022-11,554
811,82,2022-12,554
812,82,2023-01,554
813,82,2023-02,554
814,82,2023-03,554
815,82,2023-04,554
816,82,2023-05,554
817,82,2023-06,554
818,82,2023-07,554
819,82,2023-08,554
820,82,2023-09,554
821,82,2023-10,554
822,82,2023-11,554
823,82,2023-12,554
824,82,2024-01,554
825,82,2024-02,554
826,83,2022-07,475
827,83,2022-08,475
828,83,2022-09,475
829,83,2022-10,475
830,83,2022-11,475
831,83,2022-12,475
832,83,2023-01,475
833,83,2023-02,475
834,83,2023-03,475
835,83,2023-04,475
836,84,2021-12,316
837,84,2022-01,316
838,84,2022-02,316
839,84,2022-03,316
840,84,2022-04,316
841,85,2022-05,338
842,85,2022-06,338
843,85,2022-07,338
844,85,2022-08,338
845,85,2022-09,338
846,85,2022-10,338
847,85,2022-11,338
848,85,2022-12,338
849,85,2023-01,338
850,85,2023-02,338
851,85,2023-03,338
852,85,2023-04,338
853,86,2024-09,306
854,86,2024-10,306
855,86,2024-11,306
856,86,2024-12,306
857,87,2021-10,428
858,87,2021-11,428
859,87,2021-12,428
860,87,2022-01,428
861,87,2022-02,428
862,87,2022-03,428
863,87,2022-04,428
864,87,2022-05,428
865,87,2022-06,428
866,87,2022-07,428
867,87,2022-08,428
868,87,2022-09,428
869,87,2022-10,428
870,87,2022-11,428
871,87,2022-12,428
872,87,2023-01,428
873,87,2023-02,428
874,87,2023-03,428
875,88,2020-09,465
876,88,2020-10,465
877,88,2020-11,465
878,88,2020-12,465
879,88,2021-01,465
880,88,2021-02,465
881,89,2022-09,491
882,89,2022-10,491
883,89,2022-11,491
884,89,2022-12,491
885,89,2023-01,491
886,89,2023-02,491
887,89,2023-03,491
888,89,2023-04,491
889,89,2023-05,491
890,89,2023-06,491
891,89,2023-07,491
892,89,2023-08,491
893,89,2023-09,491
894,89,2023-10,491
895,89,2023-11,491
896,89,2023-12,491
897,89,2024-01,491
898,89,2024-02,491
899,89,2024-03,491
900,90,2022-01,396
901,90,2022-02,396
902,90,2022-03,396
903,91,2021-10,585
904,91,2021-11,585
905,91,2021-12,585
906,91,2022-01,585
907,91,2022-02,585
908,91,2022-03,585
909,91,2022-04,585
910,91,2022-05,585
911,91,2022-06,585
912,91,2022-07,585
913,91,2022-08,585
914,91,2022-09,585
915,91,2022-10,585
916,91,2022-11,585
917,91,2022-12,585
918,91,2023-01,585
919,91,2023-02,585
920,91,2023-03,585
921,91,2023-04,585
922,91,2023-05,585
923,91,2023-06,585
924,92,2023-05,358
925,92,2023-06,358
926,92,2023-07,358
927,92,2023-08,358
928,92,2023-09,358
929,92,2023-10,358
930,92,2023-11,358
931,92,2023-12,358
932,92,2024-01,358
933,92,2024-02,358
934,92,2024-03,358
935,92,2024-04,358
936,92,2024-05,358
937,92,2024-06,358
938,92,2024-07,358
939,92,2024-08,358
940,92,2024-09,358
941,92,2024-10,358
942,92,2024-11,358
943,92,2024-12,358
944,94,2020-12,501
945,94,2021-01,501
946,94,2021-02,501
947,95,2023-01,580
948,95,2023-02,580
949,95,2023-03,580
950,95,2023-04,580
951,95,2023-05,580
952,95,2023-06,580
953,95,2023-07,580
954,96,2021-10,371
955,96,2021-11,371
956,96,2021-12,371
957,96,2022-01,371
958,96,2022-02,371
959,97,2024-01,505
960,97,2024-02,505
961,97,2024-03,505
962,97,2024-04,505
963,97,2024-05,505
964,97,2024-06,505
965,97,2024-07,505
966,97,2024-08,505
967,97,2024-09,505
968,97,2024-10,505
969,97,2024-11,505
970,97,2024-12,505
971,98,2024-11,491
972,98,2024-12,491
973,99,2021-09,339
974,99,2021-10,339
975,99,2021-11,339
976,99,2021-12,339
977,99,2022-01,339
978,99,2022-02,339
979,99,2022-03,339
980,99,2022-04,339
981,99,2022-05,339
982,99,2022-06,339
983,99,2022-07,339
984,99,2022-08,339
985,99,2022-09,339
986,99,2022-10,339
987,99,2022-11,339
988,99,2022-12,339
989,99,2023-01,339
990,99,2023-02,339
991,99,2023-03,339
992,99,2023-04,339
993,99,2023-05,339
994,99,2023-06,339
995,100,2021-04,567
996,100,2021-05,567
997,100,2021-06,567
998,100,2021-07,567
999,100,2021-08,567
1000,100,2021-09,567
1001,101,2022-02,437
1002,101,2022-03,437
1003,101,2022-04,437
1004,101,2022-05,437
1005,101,2022-06,437
1006,101,2022-07,437
1007,101,2022-08,437
1008,101,2022-09,437
1009,101,2022-10,437
1010,101,2022-11,437
1011,101,2022-12,437
1012,102,2022-06,306
1013,102,2022-07,306
1014,102,2022-08,306
1015,102,2022-09,306
1016,102,2022-10,306
1017,102,2022-11,306
1018,102,2022-12,306
1019,102,2023-01,306
1020,102,2023-02,306
1021,102,2023-03,306
1022,102,2023-04,306
1023,102,2023-05,306
1024,102,2023-06,306
1025,102,2023-07,306
1026,102,2023-08,306
1027,102,2023-09,306
1028,102,2023-10,306
1029,102,2023-11,306
1030,103,2022-05,564
1031,103,2022-06,564
1032,103,2022-07,564
1033,103,2022-08,564
1034,103,2022-09,564
1035,103,2022-10,564
1036,103,2022-11,564
1037,103,2022-12,564
1038,103,2023-01,564
1039,103,2023-02,564
1040,103,2023-03,564
1041,103,2023-04,564
1042,103,2023-05,564
1043,103,2023-06,564
1044,103,2023-07,564
1045,103,2023-08,564
1046,103,2023-09,564
1047,103,2023-10,564
1048,103,2023-11,564
1049,103,2023-12,564
1050,104,2021-01,333
1051,104,2021-02,333
1052,104,2021-03,333
1053,104,2021-04,333
1054,104,2021-05,333
1055,104,2021-06,333
1056,104,2021-07,333
1057,104,2021-08,333
1058,104,2021-09,333
1059,104,2021-10,333
1060,104,2021-11,333
1061,104,2021-12,333
1062,104,2022-01,333
1063,104,2022-02,333
1064,105,2020-11,361
1065,105,2020-12,361
1066,105,2021-01,361
1067,105,2021-02,361
1068,105,2021-03,361
1069,105,2021-04,361
1070,105,2021-05,361
1071,105,2021-06,361
1072,105,2021-07,361
1073,105,2021-08,361
1074,105,2021-09,361
1075,105,2021-10,361
1076,105,2021-11,361
1077,106,2022-03,325
1078,106,2022-04,325
1079,106,2022-05,325
1080,106,2022-06,325
1081,106,2022-07,325
1082,106,2022-08,325
1083,106,2022-09,325
1084,106,2022-10,325
1085,106,2022-11,325
1086,106,2022-12,325
1087,106,2023-01,325
1088,106,2023-02,325
1089,106,2023-03,325
1090,106,2023-04,325
1091,106,2023-05,325
1092,106,2023-06,325
1093,106,2023-07,325
1094,107,2024-02,304
1095,107,2024-03,304
1096,107,2024-04,304
1097,107,2024-05,304
1098,107,2024-06,304
1099,107,2024-07,304
1100,107,2024-08,304
1101,107,2024-09,304
1102,107,2024-10,304
1103,107,2024-11,304
1104,107,2024-12,304
1105,108,2022-10,392
1106,108,2022-11,392
1107,108,2022-12,392
1108,108,2023-01,392
1109,108,2023-02,392
1110,108,2023-03,392
1111,108,2023-04,392
1112,108,2023-05,392
1113,108,2023-06,392
1114,108,2023-07,392
1115,108,2023-08,392
1116,108,2023-09,392
1117,108,2023-10,392
1118,109,2022-08,509
1119,109,2022-09,509
1120,109,2022-10,509
1121,109,2022-11,509
1122,109,2022-12,509
1123,109,2023-01,509
1124,109,2023-02,509
1125,109,2023-03,509
1126,109,2023-04,509
1127,109,2023-05,509
1128,109,2023-06,509
1129,109,2023-07,509
1130,109,2023-08,509
1131,109,2023-09,509
1132,109,2023-10,509
1133,109,2023-11,509
1134,109,2023-12,509
1135,110,2023-02,382
1136,110,2023-03,382
1137,110,2023-04,382
1138,110,2023-05,382
1139,110,2023-06,382
1140,110,2023-07,382
1141,110,2023-08,382
1142,110,2023-09,382
1143,110,2023-10,382
1144,110,2023-11,382
1145,110,2023-12,382
1146,110,2024-01,382
1147,110,2024-02,382
1148,110,2024-03,382
1149,111,2022-10,406
1150,111,2022-11,406
1151,111,2022-12,406
1152,111,2023-01,406
1153,111,2023-02,406
1154,111,2023-03,406
1155,111,2023-04,406
1156,111,2023-05,406
1157,111,2023-06,406
1158,111,2023-07,406
1159,111,2023-08,406
1160,111,2023-09,406
1161,111,2023-10,406
1162,111,2023-11,406
1163,111,2023-12,406
1164,111,2024-01,406
1165,111,2024-02,406
1166,111,2024-03,406
1167,111,2024-04,406
1168,112,2022-10,531
1169,112,2022-11,531
1170,112,2022-12,531
1171,112,2023-01,531
1172,112,2023-02,531
1173,112,2023-03,531
1174,112,2023-04,531
1175,112,2023-05,531
1176,112,2023-06,531
1177,112,2023-07,531
1178,112,2023-08,531
1179,112,2023-09,531
1180,112,2023-10,531
1181,112,2023-11,531
1182,112,2023-12,531
1183,112,2024-01,531
1184,112,2024-02,531
1185,112,2024-03,531
1186,112,2024-04,531
1187,112,2024-05,531
1188,112,2024-06,531
1189,112,2024-07,531
1190,113,2024-10,457
1191,113,2024-11,457
1192,113,2024-12,457
1193,114,2022-06,594
1194,114,2022-07,594
1195,114,2022-08,594
1196,114,2022-09,594
1197,114,2022-10,594
1198,114,2022-11,594
1199,114,2022-12,594
1200,114,2023-01,594
1201,114,2023-02,594
1202,114,2023-03,594
1203,114,2023-04,594
1204,114,2023-05,594
1205,114,2023-06,594
1206,114,2023-07,594
1207,114,2023-08,594
1208,114,2023-09,594
1209,114,2023-10,594
1210,114,2023-11,594
1211,114,2023-12,594
1212,114,2024-01,594
1213,114,2024-02,594
1214,114,2024-03,594
1215,114,2024-04,594
1216,115,2024-07,475
1217,115,2024-08,475
1218,115,2024-09,475
1219,115,2024-10,475
1220,115,2024-11,475
1221,115,2024-12,475
1222,116,2022-06,501
1223,116,2022-07,501
1224,116,2022-08,501
1225,116,2022-09,501
1226,116,2022-10,501
1227,116,2022-11,501
1228,116,2022-12,501
1229,116,2023-01,501
1230,116,2023-02,501
1231,116,2023-03,501
1232,116,2023-04,501
1233,116,2023-05,501
1234,116,2023-06,501
1235,117,2024-06,384
1236,117,2024-07,384
1237,117,2024-08,384
1238,117,2024-09,384
1239,117,2024-10,384
1240,117,2024-11,384
1241,117,2024-12,384
1242,118,2023-09,588
1243,118,2023-10,588
1244,118,2023-11,588
1245,118,2023-12,588
1246,118,2024-01,588
1247,118,2024-02,588
