bill_id,tenant_id,payment_date
97,663,2024-05-10
98,663,2024-06-18
99,663,2024-07-15
100,663,2024-08-24
101,663,2024-09-17
102,663,2024-10-12
103,663,2024-11-27
104,75,2024-07-24
105,75,2024-09-01
106,75,2024-09-23
107,75,2024-10-20
108,75,2024-11-10
110,136,2023-01-26
111,136,2023-02-13
112,136,2023-03-19
113,136,2023-04-07
114,183,2021-01-20
115,183,2021-02-13
116,183,2021-03-19
117,183,2021-04-17
118,183,2021-05-17
119,183,2021-06-19
120,183,2021-07-09
121,183,2021-08-11
122,183,2021-09-17
123,183,2021-10-18
124,183,2021-11-29
125,183,2021-12-08
126,183,2022-01-14
127,183,2022-02-20
128,183,2022-03-24
129,183,2022-04-08
130,183,2022-05-08
131,183,2022-06-11
132,183,2022-07-14
133,183,2022-08-07
134,183,2022-09-20
135,183,2022-10-28
136,183,2022-11-30
137,648,2024-08-07
138,648,2024-09-16
139,648,2024-10-22
140,648,2024-11-19
142,864,2021-01-01
143,864,2021-01-14
144,864,2021-02-15
145,864,2021-03-18
146,864,2021-04-13
147,864,2021-05-24
148,864,2021-06-06
149,864,2021-07-09
150,864,2021-08-20
151,864,2021-09-14
152,864,2021-10-17
153,864,2021-11-10
154,864,2021-12-26
155,864,2022-01-07
156,864,2022-02-16
157,864,2022-03-17
158,864,2022-04-12
159,864,2022-05-24
160,864,2022-06-17
161,864,2022-07-07
162,864,2022-08-09
163,405,2024-07-17
164,405,2024-08-26
165,405,2024-09-08
166,405,2024-10-18
167,405,2024-11-13
169,179,2024-05-30
170,179,2024-06-16
171,179,2024-07-25
172,179,2024-08-23
173,179,2024-09-23
174,179,2024-10-06
175,179,2024-11-09
177,201,2021-08-12
178,201,2021-09-24
179,201,2021-10-29
180,201,2021-11-07
181,212,2023-08-29
182,212,2023-09-21
183,212,2023-10-19
184,212,2023-11-16
185,212,2023-12-30
186,212,2024-01-10
187,212,2024-02-25
188,212,2024-03-28
189,212,2024-04-20
190,212,2024-05-14
191,212,2024-06-27
192,212,2024-07-13
193,212,2024-08-06
194,212,2024-09-11
195,212,2024-10-10
196,212,2024-11-20
198,825,2024-01-09
199,825,2024-02-27
200,825,2024-03-07
201,825,2024-04-24
202,825,2024-06-01
203,825,2024-06-28
204,825,2024-07-07
205,825,2024-08-06
206,825,2024-09-24
207,825,2024-10-17
208,825,2024-11-18
210,260,2022-10-23
211,260,2022-11-15
212,260,2022-12-30
213,260,2023-01-10
214,260,2023-02-10
215,260,2023-03-28
216,260,2023-04-11
217,260,2023-05-26
218,260,2023-06-24
219,984,2022-11-10
220,984,2022-12-28
221,984,2023-01-21
222,984,2023-02-06
223,984,2023-03-10
224,984,2023-04-13
225,984,2023-05-31
226,984,2023-06-10
227,984,2023-07-18
228,854,2023-09-13
229,854,2023-10-17
230,854,2023-11-15
231,854,2023-12-14
232,854,2024-01-06
233,854,2024-02-20
234,854,2024-03-21
235,854,2024-04-24
236,854,2024-05-22
237,854,2024-06-11
238,880,2020-07-16
239,880,2020-08-07
240,880,2020-09-10
241,880,2020-10-15
242,880,2020-11-11
243,45,2020-11-15
244,45,2020-12-06
245,45,2021-01-15
246,45,2021-02-27
247,45,2021-03-23
248,45,2021-04-09
249,45,2021-06-01
250,45,2021-06-11
251,45,2021-07-17
252,45,2021-08-31
253,45,2021-09-07
254,45,2021-10-08
255,45,2021-11-27
256,45,2021-12-22
257,45,2022-01-30
258,45,2022-02-07
259,45,2022-03-24
260,45,2022-04-26
261,45,2022-05-08
262,45,2022-06-17
263,603,2024-03-25
264,603,2024-04-14
265,603,2024-05-20
266,603,2024-06-07
267,603,2024-07-17
268,603,2024-08-11
269,603,2024-09-16
270,603,2024-10-28
271,603,2024-11-30
273,701,2023-07-29
274,701,2023-08-27
275,701,2023-09-26
276,701,2023-10-27
277,701,2023-11-22
278,88,2024-07-19
279,88,2024-08-20
280,88,2024-09-23
281,88,2024-10-21
282,88,2024-11-23
285,480,2023-10-01
286,480,2023-10-08
287,480,2023-11-18
288,480,2023-12-20
289,480,2024-01-16
290,480,2024-02-24
291,480,2024-03-06
292,480,2024-04-22
293,480,2024-05-19
294,480,2024-06-22
295,857,2024-08-31
296,857,2024-09-28
297,857,2024-10-18
298,857,2024-11-08
301,885,2024-05-30
302,885,2024-06-25
303,885,2024-07-11
304,885,2024-08-30
305,885,2024-09-23
306,885,2024-10-09
307,885,2024-11-29
309,202,2022-03-01
310,202,2022-03-25
311,202,2022-04-22
312,202,2022-05-19
313,202,2022-06-19
314,202,2022-07-25
315,492,2023-03-12
316,492,2023-04-28
317,492,2023-05-29
318,492,2023-06-28
319,492,2023-07-15
320,492,2023-08-24
321,492,2023-09-16
322,492,2023-10-26
323,492,2023-11-06
324,492,2023-12-17
325,492,2024-02-01
326,492,2024-02-19
327,492,2024-03-24
328,492,2024-04-24
329,492,2024-05-13
330,492,2024-06-23
331,492,2024-07-14
332,492,2024-09-01
333,492,2024-09-23
334,840,2023-05-23
335,840,2023-06-14
336,840,2023-07-12
337,840,2023-08-19
338,840,2023-09-11
339,840,2023-10-22
340,840,2023-11-20
341,956,2021-08-16
342,956,2021-09-27
343,956,2021-10-08
344,956,2021-11-08
345,956,2021-12-10
346,956,2022-01-25
347,388,2023-06-01
348,388,2023-06-10
349,388,2023-07-19
350,388,2023-08-08
351,388,2022-01-26
352,388,2022-03-01
353,388,2022-03-07
354,388,2022-04-25
355,388,2022-05-15
356,388,2022-06-17
357,388,2022-07-18
358,388,2022-09-01
359,388,2022-09-11
360,388,2022-10-30
361,743,2020-02-21
362,743,2020-03-29
363,743,2020-04-27
364,743,2020-05-17
365,743,2020-06-07
366,743,2020-07-30
367,743,2020-08-29
368,743,2020-09-14
369,743,2020-10-19
370,743,2020-11-06
371,743,2020-12-23
372,743,2021-01-11
373,743,2021-02-16
374,743,2021-03-18
375,743,2021-04-21
376,734,2020-09-09
377,734,2020-10-09
378,734,2020-12-01
379,734,2020-12-31
380,734,2021-01-30
381,455,2024-02-24
382,455,2024-03-20
383,455,2024-04-17
384,455,2024-05-12
385,455,2024-07-01
386,455,2024-07-21
387,455,2024-08-26
388,455,2024-09-20
389,455,2024-10-18
390,455,2024-11-16
392,416,2023-02-17
393,416,2023-03-25
394,416,2023-04-25
395,416,2023-05-17
396,416,2023-06-29
397,416,2023-07-17
398,416,2023-08-19
399,416,2023-09-29
400,416,2023-10-23
401,416,2023-11-25
402,416,2023-12-26
403,416,2024-01-28
404,416,2024-02-19
405,416,2024-03-31
406,416,2024-04-30
407,416,2024-05-29
408,416,2024-06-08
409,416,2024-07-07
410,416,2024-08-14
411,579,2022-12-09
412,579,2023-01-24
413,579,2023-02-14
414,579,2023-03-16
415,579,2023-04-15
416,579,2023-05-19
417,579,2023-06-26
418,579,2023-07-14
419,579,2023-08-28
420,579,2023-09-24
421,579,2023-10-22
422,579,2023-12-01
423,579,2023-12-18
424,579,2024-01-29
425,579,2024-02-29
426,579,2024-03-29
427,579,2024-05-01
428,579,2024-05-12
429,579,2024-07-01
430,579,2024-07-31
431,790,2020-03-21
432,790,2020-04-18
433,790,2020-05-10
434,790,2020-06-21
435,790,2020-07-22
436,790,2020-08-26
437,790,2020-09-08
438,790,2020-10-24
439,790,2020-11-27
440,790,2020-12-17
441,790,2021-01-30
442,790,2021-02-08
443,790,2021-03-14
444,97,2021-04-09
445,97,2021-05-28
446,97,2021-06-18
447,97,2021-07-21
448,97,2021-08-15
449,97,2021-09-16
450,97,2021-10-11
451,97,2021-11-16
452,97,2021-12-27
453,97,2022-01-08
454,97,2022-03-01
455,97,2022-03-31
458,368,2023-12-22
459,368,2024-01-12
460,368,2024-02-12
461,368,2024-03-31
462,368,2024-04-26
463,368,2024-05-10
464,368,2024-06-18
465,368,2024-07-23
466,368,2024-08-20
467,368,2024-09-28
468,368,2024-10-15
469,368,2024-11-14
471,520,2020-10-31
472,520,2020-11-19
473,520,2020-12-29
474,520,2021-02-01
475,520,2021-02-28
476,520,2021-03-12
477,520,2021-04-12
478,520,2021-05-31
479,804,2024-03-16
480,804,2024-04-22
481,804,2024-05-26
482,804,2024-07-01
483,804,2024-07-17
484,804,2024-08-24
485,804,2024-09-22
486,804,2024-10-31
487,804,2024-11-24
489,373,2020-02-20
490,373,2020-03-27
491,373,2020-04-26
492,373,2020-05-23
493,373,2020-06-29
494,373,2020-07-13
495,373,2020-08-31
496,373,2020-09-26
497,373,2020-10-14
498,492,2020-05-14
499,492,2020-06-10
500,492,2020-07-12
501,492,2020-08-28
502,492,2020-09-27
503,492,2020-10-24
504,492,2020-11-26
505,492,2020-12-26
506,492,2021-01-27
507,783,2023-09-20
508,783,2023-10-08
509,783,2023-11-26
510,783,2023-12-29
511,783,2024-01-27
512,783,2024-02-29
513,783,2024-03-30
514,783,2024-04-26
515,322,2022-03-31
516,322,2022-04-24
517,322,2022-05-29
518,322,2022-06-11
519,322,2022-07-24
520,322,2022-08-26
521,322,2022-09-10
522,322,2022-10-19
523,322,2022-11-18
524,322,2022-12-23
525,322,2023-01-23
526,322,2023-02-19
527,322,2023-03-21
528,322,2023-04-15
529,322,2023-05-26
530,322,2023-06-23
531,322,2023-07-27
532,322,2023-08-31
533,322,2023-09-27
534,322,2023-10-08
535,322,2023-11-16
536,322,2023-12-14
537,322,2024-01-18
538,322,2024-02-18
539,517,2022-02-19
540,517,2022-03-09
541,517,2022-04-08
542,517,2022-05-06
543,517,2022-06-13
544,517,2022-07-19
545,219,2023-07-15
546,219,2023-08-27
547,219,2023-09-20
548,219,2023-10-09
549,219,2023-11-26
550,219,2023-12-27
551,219,2024-01-27
552,219,2024-02-22
553,219,2024-03-25
554,219,2024-04-28
555,219,2024-05-28
556,198,2024-06-19
557,198,2024-07-17
558,198,2024-08-06
559,198,2024-09-28
560,198,2024-10-16
561,198,2024-11-24
563,716,2022-07-19
564,716,2022-08-22
565,716,2022-09-28
566,716,2022-10-06
567,473,2023-05-12
568,473,2023-06-08
569,473,2023-07-06
570,473,2023-08-17
571,473,2023-09-25
572,473,2023-10-09
573,473,2023-11-07
574,473,2023-12-07
575,473,2024-01-11
576,473,2024-02-26
577,473,2024-03-31
578,473,2024-04-11
579,473,2024-05-06
580,473,2024-06-25
581,473,2024-07-22
582,473,2024-08-28
583,473,2024-10-01
584,473,2024-10-24
585,473,2024-11-18
587,565,2021-04-22
588,565,2021-05-31
589,565,2021-06-10
590,565,2021-07-19
591,565,2021-08-22
592,565,2021-09-20
593,565,2021-10-20
594,565,2021-11-24
595,565,2021-12-15
596,565,2022-01-16
597,565,2022-02-13
598,565,2022-03-31
599,565,2022-04-28
600,565,2022-05-29
601,920,2022-11-17
602,920,2022-12-21
603,920,2023-01-25
604,920,2023-02-09
605,920,2023-03-10
606,920,2023-04-06
607,920,2023-05-18
608,920,2023-06-18
609,920,2023-07-22
610,920,2023-08-22
611,920,2023-09-17
612,920,2023-10-14
613,920,2023-11-15
614,920,2023-12-21
615,549,2023-02-22
616,549,2023-03-10
617,549,2023-04-08
618,549,2023-05-25
619,549,2023-06-26
620,610,2021-07-15
621,610,2021-08-10
622,610,2021-09-16
623,610,2021-10-28
624,610,2021-11-06
625,610,2021-12-14
626,610,2022-01-10
627,610,2022-03-01
628,610,2022-03-22
629,610,2022-04-18
630,610,2022-05-11
631,166,2022-08-07
632,166,2022-09-20
633,166,2022-10-06
634,166,2022-11-27
635,166,2022-12-23
636,166,2023-01-30
637,166,2023-02-16
638,166,2023-03-29
639,166,2023-04-08
640,166,2023-05-09
641,166,2023-06-08
642,166,2023-07-28
643,166,2023-08-18
644,354,2024-10-07
645,354,2024-11-06
647,17,2020-04-15
648,17,2020-05-24
649,17,2020-06-23
650,17,2020-07-14
651,17,2020-08-31
652,17,2020-09-28
653,555,2024-06-16
654,555,2024-07-06
655,555,2024-08-31
656,555,2024-09-21
657,555,2024-10-13
658,555,2024-11-21
660,309,2023-10-18
661,309,2023-11-17
662,309,2023-12-21
663,309,2024-01-14
664,309,2024-02-26
665,309,2024-03-31
666,309,2024-04-22
667,309,2024-05-22
668,309,2024-06-22
669,309,2024-07-31
670,309,2024-08-09
671,309,2024-09-29
672,309,2024-10-27
673,309,2024-11-27
675,777,2022-12-17
676,777,2023-01-14
677,777,2023-02-14
678,777,2023-03-15
679,777,2023-04-24
680,777,2023-05-25
681,994,2023-05-08
682,994,2023-06-07
683,994,2023-07-13
684,994,2023-08-12
685,994,2023-09-17
686,994,2023-10-30
687,994,2023-11-30
688,994,2023-12-07
689,994,2024-01-20
690,933,2021-08-22
691,933,2021-09-11
692,933,2021-10-16
693,933,2021-11-23
694,933,2021-12-24
695,933,2022-01-26
696,933,2022-02-21
697,933,2022-03-15
698,933,2022-04-22
699,933,2022-06-01
700,933,2022-06-19
701,933,2022-07-28
702,933,2022-08-24
703,933,2022-09-15
704,933,2022-10-30
705,186,2024-07-11
706,186,2024-08-24
707,186,2024-09-22
708,186,2024-10-31
709,186,2024-11-24
711,490,2021-08-07
712,490,2021-09-10
713,490,2021-10-15
714,490,2021-11-14
715,490,2021-12-28
716,490,2022-01-13
717,490,2022-02-19
718,490,2022-03-29
719,490,2022-04-07
720,490,2022-05-06
721,490,2022-06-23
722,490,2022-07-27
723,490,2022-08-06
724,490,2022-09-21
725,490,2022-10-15
726,256,2023-12-07
727,256,2024-01-11
728,256,2024-02-16
729,256,2024-03-25
730,256,2024-04-29
731,256,2024-05-20
732,256,2024-06-25
733,256,2024-07-15
734,256,2024-08-19
735,256,2024-09-30
736,256,2024-10-12
737,256,2024-11-19
739,840,2023-09-17
740,840,2023-10-13
741,840,2023-11-12
742,840,2023-12-12
743,840,2024-01-08
744,840,2024-02-26
745,840,2024-03-07
746,840,2024-04-12
747,840,2024-05-25
748,840,2024-06-10
749,840,2024-07-25
750,840,2024-08-21
751,840,2024-09-13
752,840,2024-10-11
753,840,2024-11-20
755,662,2023-04-09
756,662,2023-05-08
757,662,2023-06-21
758,662,2023-07-12
759,662,2023-09-01
760,662,2023-09-10
761,662,2023-10-15
762,662,2023-11-19
763,662,2023-12-26
764,662,2024-01-18
765,662,2024-02-18
766,662,2024-03-22
767,662,2024-04-23
768,662,2024-05-07
769,662,2024-06-11
770,662,2024-07-10
771,662,2024-08-23
772,662,2024-09-28
773,662,2024-10-12
774,662,2024-11-12
776,441,2023-01-23
777,441,2023-02-10
778,441,2023-03-17
779,441,2023-04-25
780,441,2023-05-28
781,441,2023-06-19
782,441,2023-07-07
783,441,2023-08-18
784,441,2023-09-16
785,441,2023-10-23
786,441,2023-11-06
787,441,2023-12-25
788,441,2024-01-28
789,441,2024-02-19
790,441,2024-03-11
791,580,2023-09-27
792,580,2023-10-18
793,580,2023-11-17
794,580,2023-12-06
795,580,2024-01-21
796,580,2024-02-06
797,580,2024-03-13
798,580,2024-04-06
799,580,2024-05-28
800,580,2024-06-27
801,580,2024-07-25
802,580,2024-08-14
803,580,2024-09-18
804,580,2024-10-09
805,580,2024-11-06
808,668,2022-09-24
809,668,2022-10-24
810,668,2022-11-07
811,668,2022-12-06
812,668,2023-01-09
813,668,2023-02-09
814,668,2023-03-23
815,668,2023-05-01
816,668,2023-05-20
817,668,2023-06-24
818,668,2023-07-28
819,668,2023-08-18
820,668,2023-09-16
821,668,2023-10-20
822,668,2023-11-07
823,668,2023-12-28
824,668,2024-01-14
825,668,2024-02-27
826,203,2022-07-14
827,203,2022-09-01
828,203,2022-09-22
829,203,2022-10-19
830,203,2022-11-07
831,203,2022-12-20
832,203,2023-01-24
833,203,2023-02-23
834,203,2023-03-14
835,203,2023-04-16
836,146,2021-12-13
837,146,2022-01-30
838,146,2022-02-16
839,146,2022-03-23
840,146,2022-04-07
841,75,2022-05-20
842,75,2022-06-13
843,75,2022-07-11
844,75,2022-08-24
845,75,2022-09-30
846,75,2022-10-23
847,75,2022-11-09
848,75,2022-12-17
849,75,2023-01-25
850,75,2023-02-19
851,75,2023-03-12
852,75,2023-04-29
853,149,2024-09-19
854,149,2024-10-07
855,149,2024-11-16
857,471,2021-10-19
858,471,2021-11-06
859,471,2021-12-14
860,471,2022-01-30
861,471,2022-02-21
862,471,2022-03-14
863,471,2022-04-24
864,471,2022-05-07
865,471,2022-06-26
866,471,2022-07-06
867,471,2022-08-18
868,471,2022-09-18
869,471,2022-10-06
870,471,2022-11-10
871,471,2022-12-18
872,471,2023-01-27
873,471,2023-02-07
874,471,2023-03-18
875,286,2020-09-12
876,286,2020-10-18
877,286,2020-11-15
878,286,2020-12-26
879,286,2021-01-25
880,286,2021-02-25
881,107,2022-09-13
882,107,2022-10-13
883,107,2022-11-15
884,107,2023-01-01
885,107,2023-01-27
886,107,2023-02-26
887,107,2023-03-11
888,107,2023-04-14
889,107,2023-05-18
890,107,2023-06-08
891,107,2023-07-24
892,107,2023-09-01
893,107,2023-09-06
894,107,2023-10-06
895,107,2023-11-25
896,107,2023-12-23
897,107,2024-01-09
898,107,2024-02-07
899,107,2024-03-30
900,662,2022-01-21
901,662,2022-02-11
902,662,2022-03-07
903,671,2021-10-08
904,671,2021-11-30
905,671,2022-01-01
906,671,2022-01-12
907,671,2022-02-23
908,671,2022-03-30
909,671,2022-04-22
910,671,2022-05-08
911,671,2022-06-23
912,671,2022-07-30
913,671,2022-08-31
914,671,2022-09-17
915,671,2022-10-08
916,671,2022-11-14
917,671,2022-12-27
918,671,2023-01-16
919,671,2023-02-28
920,671,2023-03-24
921,671,2023-04-26
922,671,2023-06-01
923,671,2023-06-19
924,583,2023-05-27
925,583,2023-06-23
926,583,2023-07-19
927,583,2023-08-29
928,583,2023-09-10
929,583,2023-10-20
930,583,2023-11-29
931,583,2023-12-24
932,583,2024-01-31
933,583,2024-02-14
934,583,2024-03-15
935,583,2024-04-26
936,583,2024-05-25
937,583,2024-06-25
938,583,2024-07-09
939,583,2024-08-08
940,583,2024-09-14
941,583,2024-10-24
942,583,2024-11-12
944,584,2020-12-19
945,584,2021-02-01
946,584,2021-02-22
947,320,2023-01-22
948,320,2023-02-25
949,320,2023-03-28
950,320,2023-04-30
951,320,2023-05-29
952,320,2023-06-11
953,320,2023-07-19
954,247,2021-10-22
955,247,2021-11-28
956,247,2021-12-27
957,247,2022-01-25
958,247,2022-02-09
959,771,2024-01-16
960,771,2024-02-24
961,771,2024-03-14
962,771,2024-04-19
963,771,2024-05-15
964,771,2024-06-19
965,771,2024-07-19
966,771,2024-08-29
967,771,2024-09-12
968,771,2024-10-20
969,771,2024-11-30
971,555,2024-11-28
973,344,2021-10-01
974,344,2021-10-17
975,344,2021-11-30
976,344,2021-12-15
977,344,2022-01-09
978,344,2022-02-12
979,344,2022-03-27
980,344,2022-04-26
981,344,2022-05-14
982,344,2022-06-11
983,344,2022-07-08
984,344,2022-08-20
985,344,2022-09-15
986,344,2022-10-26
987,344,2022-11-24
988,344,2022-12-31
989,344,2023-01-06
990,344,2023-02-08
991,344,2023-03-11
992,344,2023-04-19
993,344,2023-05-09
994,344,2023-06-20
995,262,2021-04-07
996,262,2021-05-31
997,262,2021-06-18
998,262,2021-07-29
999,262,2021-08-10
1000,262,2021-09-19
1001,273,2022-02-23
1002,273,2022-03-15
1003,273,2022-04-07
1004,273,2022-05-30
1005,273,2022-06-30
1006,273,2022-07-10
1007,273,2022-08-22
1008,273,2022-09-19
1009,273,2022-10-26
1010,273,2022-11-21
1011,273,2022-12-08
1012,602,2022-06-18
1013,602,2022-07-18
1014,602,2022-08-11
1015,602,2022-09-15
1016,602,2022-10-14
1017,602,2022-11-10
1018,602,2022-12-13
1019,602,2023-01-26
1020,602,2023-02-25
1021,602,2023-03-25
1022,602,2023-04-06
1023,602,2023-05-24
1024,602,2023-07-01
1025,602,2023-07-28
1026,602,2023-08-11
1027,602,2023-09-15
1028,602,2023-10-27
1029,602,2023-11-07
1030,9,2022-06-01
1031,9,2022-06-07
1032,9,2022-07-30
1033,9,2022-08-19
1034,9,2022-09-18
1035,9,2022-10-30
1036,9,2022-11-14
1037,9,2023-01-01
1038,9,2023-01-17
1039,9,2023-02-10
1040,9,2023-03-08
1041,9,2023-04-21
1042,9,2023-05-19
1043,9,2023-06-14
1044,9,2023-07-30
1045,9,2023-08-24
1046,9,2023-09-17
1047,9,2023-10-29
1048,9,2023-11-28
1049,9,2023-12-08
1050,314,2021-01-24
1051,314,2021-02-14
1052,314,2021-03-08
1053,314,2021-04-14
1054,314,2021-05-18
1055,314,2021-06-25
1056,314,2021-07-09
1057,314,2021-08-15
1058,314,2021-09-21
1059,314,2021-10-21
1060,314,2021-11-25
1061,314,2021-12-29
1062,314,2022-01-27
1063,314,2022-02-21
1064,122,2020-11-26
1065,122,2020-12-15
1066,122,2021-01-25
1067,122,2021-02-25
1068,122,2021-03-12
1069,122,2021-04-28
1070,122,2021-05-15
1071,122,2021-06-24
1072,122,2021-07-06
1073,122,2021-08-31
1074,122,2021-09-26
1075,122,2021-10-10
1076,122,2021-11-17
1077,515,2022-03-14
1078,515,2022-04-18
1079,515,2022-05-07
1080,515,2022-06-14
1081,515,2022-07-17
1082,515,2022-08-08
1083,515,2022-09-22
1084,515,2022-10-19
1085,515,2022-11-21
1086,515,2022-12-22
1087,515,2023-02-01
1088,515,2023-02-24
1089,515,2023-03-18
1090,515,2023-04-27
1091,515,2023-06-01
1092,515,2023-06-20
1093,515,2023-07-06
1094,467,2024-02-22
1095,467,2024-03-09
1096,467,2024-04-09
1097,467,2024-05-08
1098,467,2024-06-20
1099,467,2024-07-29
1100,467,2024-08-11
1101,467,2024-09-11
1102,467,2024-10-20
1103,467,2024-11-19
1105,442,2022-10-22
1106,442,2022-11-14
1107,442,2022-12-15
1108,442,2023-01-28
1109,442,2023-02-20
1110,442,2023-03-07
1111,442,2023-04-11
1112,442,2023-05-19
1113,442,2023-06-28
1114,442,2023-07-29
1115,442,2023-08-09
1116,442,2023-09-30
1117,442,2023-10-10
1118,750,2022-08-20
1119,750,2022-09-30
1120,750,2022-10-20
1121,750,2022-11-14
1122,750,2022-12-11
1123,750,2023-01-06
1124,750,2023-02-18
1125,750,2023-03-15
1126,750,2023-04-14
1127,750,2023-05-22
1128,750,2023-06-13
1129,750,2023-07-18
1130,750,2023-08-29
1131,750,2023-09-18
1132,750,2023-10-11
1133,750,2023-11-24
1134,750,2023-12-22
1135,492,2023-02-09
1136,492,2023-03-09
1137,492,2023-04-09
1138,492,2023-06-01
1139,492,2023-06-21
1140,492,2023-07-31
1141,492,2023-08-09
1142,492,2023-09-25
1143,492,2023-10-24
1144,492,2023-11-18
1145,492,2023-12-11
1146,492,2024-01-20
1147,492,2024-02-12
1148,492,2024-03-22
1149,809,2022-11-01
1150,809,2022-11-26
1151,809,2022-12-18
1152,809,2023-01-11
1153,809,2023-02-08
1154,809,2023-03-10
1155,809,2023-04-08
1156,809,2023-05-21
1157,809,2023-06-11
1158,809,2023-07-22
1159,809,2023-08-19
1160,809,2023-09-07
1161,809,2023-10-10
1162,809,2023-11-23
1163,809,2023-12-08
1164,809,2024-01-27
1165,809,2024-02-14
1166,809,2024-03-18
1167,809,2024-04-06
1168,692,2022-10-23
1169,692,2022-11-30
1170,692,2022-12-24
1171,692,2023-01-09
1172,692,2023-02-19
1173,692,2023-03-23
1174,692,2023-04-10
1175,692,2023-05-10
1176,692,2023-06-29
1177,692,2023-07-08
1178,692,2023-08-30
1179,692,2023-09-29
1180,692,2023-10-16
1181,692,2023-12-01
1182,692,2023-12-13
1183,692,2024-01-28
1184,692,2024-02-19
1185,692,2024-03-13
1186,692,2024-04-17
1187,692,2024-05-18
1188,692,2024-06-26
1189,692,2024-07-14
1190,872,2024-10-07
1191,872,2024-11-10
1193,563,2022-06-23
1194,563,2022-07-25
1195,563,2022-08-27
1196,563,2022-09-09
1197,563,2022-10-07
1198,563,2022-11-19
1199,563,2022-12-10
1200,563,2023-01-11
1201,563,2023-02-26
1202,563,2023-03-29
1203,563,2023-04-29
1204,563,2023-05-29
1205,563,2023-06-24
1206,563,2023-07-19
1207,563,2023-08-23
1208,563,2023-09-26
1209,563,2023-10-09
1210,563,2023-12-01
1211,563,2023-12-11
1212,563,2024-01-26
1213,563,2024-02-08
1214,563,2024-03-28
1215,563,2024-04-16
1216,201,2024-07-14
1217,201,2024-08-12
1218,201,2024-09-26
1219,201,2024-10-06
1220,201,2024-11-22
1222,335,2022-06-13
1223,335,2022-07-19
1224,335,2022-08-11
1225,335,2022-09-14
1226,335,2022-10-08
1227,335,2022-11-24
1228,335,2022-12-13
1229,335,2023-01-13
1230,335,2023-03-01
1231,335,2023-03-16
1232,335,2023-04-15
1233,335,2023-05-19
1234,335,2023-06-13
1235,859,2024-06-24
1236,859,2024-07-12
1237,859,2024-08-11
1238,859,2024-09-20
1239,859,2024-10-30
1240,859,2024-11-16
1242,39,2023-09-28
1243,39,2023-10-28
1244,39,2023-11-18
1245,39,2023-12-18
1246,39,2024-01-15
1247,39,2024-02-25
1248,39,2024-03-07
1249,39,2024-04-27
1250,39,2024-05-08
1251,39,2024-06-20
1252,39,2024-07-06
1253,39,2024-08-24
1254,39,2024-09-14
1255,39,2024-10-31
1256,39,2024-11-09
1258,631,2024-06-18
1259,631,2024-07-31
1260,631,2024-08-08
1261,631,2024-09-30
1262,631,2024-10-29
1263,631,2024-11-28
1265,715,2021-08-01
1266,715,2021-08-14
1267,715,2021-09-12
1268,715,2021-11-01
1269,715,2021-11-29
1270,715,2021-12-15
1271,715,2022-01-18
1272,715,2022-02-16
1273,845,2021-06-14
1274,845,2021-07-06
1275,845,2021-08-11
1276,845,2021-09-26
1277,845,2021-10-15
1278,845,2021-11-28
1279,845,2021-12-07
1280,845,2022-01-10
1281,845,2022-02-12
1282,845,2022-03-30
1283,845,2022-04-26
1284,656,2020-06-16
